case_id,role,citation_relevance,constraints_extraction,argument_validity
131,judge,4,2,3
131,prosecution,4,3,3
131,defense,4,2,3
131,judge,4,4,4
181,prosecution,4,4,4
181,defense,4,3,4
181,judge,4,3,4
181,prosecution,4,4,4
181,defense,4,3,3
181,judge,4,4,4
181,prosecution,4,3,4
181,defense,4,4,3
181,judge,4,4,4
83,prosecution,0,0,0
83,defense,4,4,4
83,judge,4,4,4
83,prosecution,4,4,4
83,defense,4,4,3
83,judge,4,4,4
83,prosecution,4,4,4
83,defense,4,4,3
83,judge,4,4,4
49,prosecution,4,4,4
49,defense,4,4,4
49,judge,4,4,4
49,prosecution,4,4,4
49,defense,4,4,4
49,judge,4,4,4
49,prosecution,4,4,4
49,defense,4,4,4
49,judge,4,4,4
55,prosecution,4,3,4
55,defense,4,3,3
55,judge,4,4,4
55,prosecution,4,4,4
55,defense,4,4,4
55,judge,4,4,4
55,prosecution,4,4,3
55,defense,4,4,4
55,judge,4,4,4
9,prosecution,4,4,4
9,defense,4,4,4
9,judge,4,4,4
9,prosecution,4,4,4
9,defense,4,4,4
9,judge,4,4,4
9,prosecution,4,1,3
9,defense,4,4,4
9,judge,4,4,4
52,prosecution,4,4,4
52,defense,4,4,4
52,judge,4,4,4
52,prosecution,4,4,4
52,defense,4,4,4
52,judge,4,4,4
52,prosecution,4,4,4
52,defense,4,3,3
52,judge,4,4,4
165,prosecution,4,4,4
165,defense,4,3,3
165,judge,4,4,3
165,prosecution,4,2,3
165,defense,4,3,3
165,judge,4,4,4
165,prosecution,3,3,3
165,defense,4,4,4
165,judge,4,4,4
110,prosecution,4,2,3
110,defense,4,3,4
110,judge,4,3,4
110,prosecution,4,3,2
110,defense,4,4,4
110,judge,4,4,4
110,prosecution,4,4,2
110,defense,4,4,4
110,judge,4,4,4
30,prosecution,4,3,4
30,defense,4,4,4
30,judge,4,3,4
30,prosecution,4,4,4
30,defense,4,4,4
30,judge,4,3,4
30,prosecution,4,4,2
30,defense,4,4,4
30,judge,4,4,4
37,prosecution,4,4,4
37,defense,4,4,4
37,judge,4,4,4
37,prosecution,4,3,3
37,defense,4,3,3
37,judge,4,3,3
37,prosecution,4,4,4
37,defense,4,4,4
37,judge,4,4,4
53,prosecution,4,4,4
53,defense,4,4,4
53,judge,4,4,4
53,prosecution,4,4,4
53,defense,4,4,3
53,judge,4,4,4
53,prosecution,4,4,4
53,defense,4,4,4
53,judge,4,4,4
101,prosecution,4,4,4
101,defense,4,4,4
101,judge,4,4,4
101,prosecution,4,4,4
101,defense,4,4,4
101,judge,4,4,4
101,prosecution,4,4,4
101,defense,4,2,1
101,judge,4,4,4
164,prosecution,4,4,4
164,defense,4,4,4
164,judge,4,4,4
164,prosecution,4,3,3
164,defense,4,4,4
164,judge,4,4,4
164,prosecution,4,2,2
164,defense,4,3,3
164,judge,4,4,4
138,prosecution,4,3,4
138,defense,4,4,4
138,judge,4,4,4
138,prosecution,4,4,2
138,defense,4,4,4
138,judge,4,3,4
138,prosecution,4,4,3
138,defense,4,4,4
138,judge,4,4,4
10,prosecution,4,4,4
10,defense,4,3,2
10,judge,4,3,3
10,prosecution,4,3,4
10,defense,4,3,3
10,judge,4,4,4
10,prosecution,4,4,3
10,defense,4,3,2
10,judge,4,4,4
19,prosecution,4,4,4
19,defense,4,3,3
19,judge,4,4,4
19,prosecution,4,4,4
19,defense,4,4,4
19,judge,4,4,4
19,prosecution,4,4,4
19,defense,4,4,4
19,judge,4,3,4
106,prosecution,4,4,4
106,defense,4,4,3
106,judge,4,4,4
106,prosecution,4,4,4
106,defense,4,4,4
106,judge,4,4,4
106,prosecution,4,4,4
106,defense,4,3,4
106,judge,4,4,4
8,prosecution,4,4,4
8,defense,4,4,4
8,judge,4,3,4
8,prosecution,4,4,4
8,defense,4,2,3
8,judge,4,4,4
8,prosecution,4,4,4
8,defense,4,2,1
8,judge,4,3,4
170,prosecution,4,4,4
170,defense,4,4,4
170,judge,4,4,4
170,prosecution,4,4,3
170,defense,4,3,3
170,judge,4,3,3
170,prosecution,4,4,4
170,defense,4,4,4
170,judge,4,4,4
12,prosecution,4,4,4
12,defense,4,3,3
12,judge,4,3,3
12,prosecution,4,4,4
12,defense,4,4,4
12,judge,4,3,3
12,prosecution,4,4,4
12,defense,4,2,2
12,judge,4,3,3
103,prosecution,4,4,4
103,defense,4,4,4
103,judge,4,4,4
103,prosecution,4,4,4
103,defense,4,4,4
103,judge,4,3,4
103,prosecution,4,4,4
103,defense,4,3,3
103,judge,4,3,3
194,prosecution,4,4,4
194,defense,4,4,4
194,judge,4,3,4
194,prosecution,4,4,4
194,defense,4,4,4
194,judge,4,4,4
194,prosecution,4,4,4
194,defense,4,1,2
194,judge,4,4,4
51,prosecution,4,3,2
51,defense,4,3,4
51,judge,4,4,4
51,prosecution,4,4,4
51,defense,4,4,3
51,judge,4,4,4
51,prosecution,4,3,3
51,defense,4,3,3
51,judge,4,3,3
44,prosecution,4,3,3
44,defense,4,3,3
44,judge,4,4,4
44,prosecution,4,2,3
44,defense,4,4,4
44,judge,4,4,4
44,prosecution,4,4,4
44,defense,4,4,4
44,judge,4,4,4
111,prosecution,4,4,4
111,defense,4,3,3
111,judge,4,3,4
111,prosecution,4,4,4
111,defense,4,3,3
111,judge,4,4,4
111,prosecution,4,3,4
111,defense,4,4,4
111,judge,4,3,4
193,prosecution,4,4,4
193,defense,4,4,4
193,judge,4,4,4
193,prosecution,4,4,4
193,defense,4,4,4
193,judge,4,4,4
193,prosecution,4,4,4
193,defense,4,4,4
193,judge,4,4,4
89,prosecution,3,2,4
89,defense,4,4,4
89,judge,4,1,2
89,prosecution,4,4,4
89,defense,4,4,4
89,judge,4,2,3
89,prosecution,4,4,4
89,defense,4,4,4
89,judge,4,2,2
147,prosecution,4,2,3
147,defense,4,2,1
147,judge,4,4,4
147,prosecution,4,2,4
147,defense,4,4,3
147,judge,4,4,4
147,prosecution,4,4,4
147,defense,4,3,2
147,judge,4,4,3
63,prosecution,4,4,4
63,defense,4,3,4
63,judge,4,4,4
63,prosecution,4,4,4
63,defense,4,4,4
63,judge,4,4,4
63,prosecution,4,4,4
63,defense,4,4,3
63,judge,4,2,4
86,prosecution,0,0,0
86,defense,4,0,0
86,judge,4,4,4
86,prosecution,4,4,4
86,defense,4,3,3
86,judge,4,1,1
86,prosecution,4,4,4
86,defense,4,4,4
86,judge,4,4,4
5,prosecution,4,4,4
5,defense,4,4,4
5,judge,4,4,4
5,prosecution,4,2,2
5,defense,4,4,4
5,judge,4,4,4
5,prosecution,4,3,2
5,defense,4,3,3
5,judge,4,4,4
32,prosecution,4,4,4
32,defense,4,4,3
32,judge,4,4,4
32,prosecution,4,4,4
32,defense,4,4,2
32,judge,4,4,4
32,prosecution,4,4,4
32,defense,4,4,2
32,judge,4,4,4
113,prosecution,4,4,4
113,defense,4,2,2
113,judge,4,4,4
113,prosecution,4,4,4
113,defense,4,3,3
113,judge,4,4,4
113,prosecution,4,2,3
113,defense,4,4,3
113,judge,4,3,4
127,prosecution,4,1,1
127,defense,4,4,4
127,judge,4,4,4
127,prosecution,4,4,4
127,defense,4,3,4
127,judge,4,3,4
127,prosecution,4,2,3
127,defense,4,4,4
127,judge,4,3,4
117,prosecution,3,3,3
117,defense,4,3,4
117,judge,4,4,4
117,prosecution,4,3,3
117,defense,4,3,2
117,judge,4,3,3
117,prosecution,4,2,3
117,defense,4,2,3
117,judge,4,4,4
175,prosecution,4,2,4
175,defense,4,4,4
175,judge,4,4,4
175,prosecution,4,3,3
175,defense,4,3,3
175,judge,4,3,3
175,prosecution,4,4,4
175,defense,4,4,4
175,judge,4,4,4
6,prosecution,4,3,4
6,defense,4,3,3
6,judge,4,4,4
6,prosecution,4,4,4
6,defense,4,4,3
6,judge,4,4,4
6,prosecution,4,4,4
6,defense,4,3,2
6,judge,4,4,4
129,prosecution,4,3,4
129,defense,4,3,4
129,judge,4,2,4
129,prosecution,4,2,3
129,defense,4,2,3
129,judge,4,1,2
129,prosecution,4,4,4
129,defense,4,4,3
129,judge,4,2,3
174,prosecution,4,3,3
174,defense,4,2,3
174,judge,4,4,4
174,prosecution,4,4,4
174,defense,4,3,3
174,judge,4,4,4
174,prosecution,4,3,4
174,defense,4,4,4
174,judge,4,4,4
115,prosecution,4,3,4
115,defense,4,4,2
115,judge,4,3,4
115,prosecution,4,4,4
115,defense,4,3,2
115,judge,4,3,3
115,prosecution,4,4,4
115,defense,4,3,3
115,judge,4,4,4
96,prosecution,4,1,3
96,defense,4,4,4
96,judge,4,3,4
96,prosecution,4,4,4
96,defense,3,4,4
96,judge,4,4,4
96,prosecution,3,2,3
96,defense,4,3,3
96,judge,4,3,4
130,prosecution,4,4,4
130,defense,4,4,4
130,judge,4,1,4
130,prosecution,4,4,4
130,defense,4,3,4
130,judge,4,4,4
130,prosecution,4,3,1
130,defense,4,2,4
130,judge,4,4,4
58,prosecution,4,3,4
58,defense,4,3,4
58,judge,4,4,4
58,prosecution,4,4,4
58,defense,4,4,4
58,judge,4,3,4
58,prosecution,4,4,4
58,defense,4,3,3
58,judge,4,4,4
69,prosecution,4,1,3
69,defense,4,4,4
69,judge,4,4,4
69,prosecution,4,4,4
69,defense,4,4,4
69,judge,4,4,4
69,prosecution,4,4,4
69,defense,4,4,4
69,judge,4,4,4
62,prosecution,4,4,3
62,defense,4,3,3
62,judge,4,4,4
62,prosecution,4,4,4
62,defense,4,3,3
62,judge,4,3,4
62,prosecution,4,4,4
62,defense,3,4,4
62,judge,4,4,4
2,prosecution,4,4,4
2,defense,4,4,4
2,judge,4,4,4
2,prosecution,4,4,4
2,defense,4,4,4
2,judge,4,4,4
2,prosecution,4,4,4
2,defense,4,4,4
2,judge,4,4,4
136,prosecution,4,4,4
136,defense,4,4,4
136,judge,4,4,4
136,prosecution,4,4,4
136,defense,4,4,4
136,judge,4,3,4
136,prosecution,4,4,4
136,defense,4,4,4
136,judge,4,4,4
4,prosecution,4,3,4
4,defense,4,3,4
4,judge,4,4,4
4,prosecution,4,3,4
4,defense,4,4,4
4,judge,4,3,2
4,prosecution,4,2,2
4,defense,4,4,4
4,judge,4,3,3
146,prosecution,4,4,4
146,defense,4,4,4
146,judge,4,4,4
146,prosecution,4,4,4
146,defense,4,3,2
146,judge,4,4,4
146,prosecution,4,4,4
146,defense,4,4,3
146,judge,4,4,4
198,prosecution,4,4,4
198,defense,4,3,2
198,judge,4,4,4
198,prosecution,4,4,4
198,defense,3,1,2
198,judge,4,4,4
198,prosecution,4,4,4
198,defense,4,4,2
198,judge,4,4,4
145,prosecution,4,4,4
145,defense,4,4,4
145,judge,4,3,3
145,prosecution,4,4,4
145,defense,4,3,3
145,judge,4,4,4
145,prosecution,4,3,4
145,defense,4,3,2
145,judge,4,3,4
85,prosecution,0,0,0
85,defense,3,2,2
85,judge,4,4,4
85,prosecution,4,4,4
85,defense,4,4,3
85,judge,4,4,4
85,prosecution,0,0,0
85,defense,4,2,3
85,judge,4,3,3
73,prosecution,4,4,4
73,defense,4,2,3
73,judge,4,2,3
73,prosecution,4,4,4
73,defense,4,1,2
73,judge,4,4,4
73,prosecution,4,4,4
73,defense,4,4,4
73,judge,4,4,4
133,prosecution,4,4,4
133,defense,4,4,4
133,judge,4,3,3
133,prosecution,4,3,3
133,defense,4,3,3
133,judge,4,3,3
133,prosecution,4,4,4
133,defense,4,2,3
133,judge,4,3,4
41,prosecution,4,4,4
41,defense,4,4,4
41,judge,4,3,3
41,prosecution,4,3,3
41,defense,3,1,3
41,judge,4,4,4
41,prosecution,4,3,3
41,defense,4,3,4
41,judge,4,4,4
192,prosecution,4,4,4
192,defense,4,4,4
192,judge,4,4,4
192,prosecution,4,4,4
192,defense,4,2,3
192,judge,4,4,4
192,prosecution,4,4,4
192,defense,4,4,4
192,judge,4,4,3
123,prosecution,4,3,4
123,defense,4,4,4
123,judge,4,4,4
123,prosecution,4,3,4
123,defense,4,4,4
123,judge,4,3,3
123,prosecution,4,4,3
123,defense,4,4,3
123,judge,4,4,4
200,prosecution,4,4,4
200,defense,4,2,2
200,judge,4,3,3
200,prosecution,4,4,4
200,defense,4,4,3
200,judge,4,4,4
200,prosecution,4,3,2
200,defense,4,4,4
200,judge,4,4,4
122,prosecution,4,4,4
122,defense,4,3,4
122,judge,4,4,4
122,prosecution,4,3,4
122,defense,4,4,4
122,judge,4,4,4
122,prosecution,4,4,4
122,defense,4,4,2
122,judge,4,3,4
158,prosecution,4,1,3
158,defense,4,4,4
158,judge,4,4,4
158,prosecution,4,4,4
158,defense,4,4,4
158,judge,4,4,4
158,prosecution,4,3,4
158,defense,4,2,2
158,judge,4,4,4
45,prosecution,4,3,4
45,defense,4,4,4
45,judge,4,3,4
45,prosecution,4,2,3
45,defense,4,4,4
45,judge,4,4,4
45,prosecution,4,4,4
45,defense,4,3,4
45,judge,4,1,3
0,prosecution,4,4,4
0,defense,4,4,4
0,judge,4,4,4
0,prosecution,4,3,4
0,defense,4,4,4
0,judge,4,4,4
0,prosecution,4,4,4
0,defense,4,4,4
0,judge,4,2,4
92,prosecution,4,1,3
92,defense,4,4,4
92,judge,4,2,2
92,prosecution,3,4,4
92,defense,2,3,2
92,judge,4,4,4
92,prosecution,3,4,4
92,defense,3,4,3
92,judge,3,2,3
48,prosecution,4,2,3
48,defense,4,4,4
48,judge,4,2,4
48,prosecution,4,4,4
48,defense,4,4,3
48,judge,4,4,4
48,prosecution,4,3,3
48,defense,4,3,3
48,judge,4,2,3
72,prosecution,4,4,4
72,defense,4,3,1
72,judge,4,3,3
72,prosecution,4,4,4
72,defense,4,4,3
72,judge,4,4,4
72,prosecution,4,4,4
72,defense,4,3,3
72,judge,4,3,3
178,prosecution,4,1,2
178,defense,4,2,3
178,judge,4,4,4
178,prosecution,4,4,4
178,defense,4,3,3
178,judge,4,4,4
178,prosecution,4,2,3
178,defense,4,4,3
178,judge,4,4,4
56,prosecution,4,3,4
56,defense,4,2,3
56,judge,4,4,4
56,prosecution,4,2,3
56,defense,4,4,4
56,judge,4,2,3
56,prosecution,4,3,3
56,defense,4,4,4
56,judge,4,4,4
140,prosecution,4,4,4
140,defense,3,3,2
140,judge,4,4,4
140,prosecution,4,4,4
140,defense,4,2,2
140,judge,4,4,4
140,prosecution,4,4,4
140,defense,4,2,1
140,judge,4,4,4
18,prosecution,4,4,4
18,defense,4,4,4
18,judge,4,4,4
18,prosecution,4,4,4
18,defense,4,4,3
18,judge,4,4,4
18,prosecution,4,4,4
18,defense,4,4,3
18,judge,4,4,4
143,prosecution,4,4,4
143,defense,4,4,4
143,judge,4,4,4
143,prosecution,4,4,4
143,defense,4,4,4
143,judge,4,4,4
143,prosecution,4,4,4
143,defense,4,4,4
143,judge,4,4,4
148,prosecution,4,4,4
148,defense,4,3,3
148,judge,4,4,4
148,prosecution,4,4,4
148,defense,4,2,3
148,judge,4,3,4
148,prosecution,4,4,3
148,defense,4,2,2
148,judge,4,4,4
112,prosecution,3,4,4
112,defense,4,4,4
112,judge,4,4,4
112,prosecution,4,4,4
112,defense,4,4,4
112,judge,4,4,4
112,prosecution,4,4,4
112,defense,4,4,4
112,judge,4,4,4
98,prosecution,4,4,4
98,defense,4,4,4
98,judge,4,4,4
98,prosecution,4,4,4
98,defense,4,4,4
98,judge,4,4,4
98,prosecution,4,4,4
98,defense,4,3,3
98,judge,4,4,4
29,prosecution,4,2,3
29,defense,4,3,4
29,judge,4,4,4
29,prosecution,4,2,3
29,defense,4,3,3
29,judge,4,3,3
29,prosecution,4,2,3
29,defense,4,3,3
29,judge,4,4,3
74,prosecution,1,4,4
74,defense,4,4,4
74,judge,4,2,3
74,prosecution,4,4,4
74,defense,4,4,4
74,judge,4,2,3
74,prosecution,4,3,4
